bnless_entity_id,bnless_name,branch_suffix,bn_entity_id,bn_entity_name,bn_root,province,bn_entity_flow,bnless_entity_flow
437760,Canadian Red Cross - Peel Region,Peel Region,323236,Canadian Red Cross,119219816,ON,237.0,28400.0
366664,Presbyterian Church in Canada - Presbyterian Sharing & World,Presbyterian Sharing & World,323123,Presbyterian Church in Canada,007156619,ON,15636.0,13000.0
364427,Canadian Red Cross - Ukraine Appeal,Ukraine Appeal,413152,Canadian Red Cross,119191814,SK,16000.0,12632.0
370850,The United Church of Canada - Emergency Response,Emergency Response,324517,"""United church of Canada",103102435,Toronto,27597.0,1010.0
403775,THE SALVATION ARMY - LISTOWEL,LISTOWEL,317654,SALVATION ARMY,107916180,ON,4880.0,23725.0
313924,WORLD VISION - CHILD SPONSOR,CHILD SPONSOR,366160,WORLD VISION,119304588,ON,27200.0,1404.0
437760,Canadian Red Cross - Peel Region,Peel Region,408625,Canadian Red Cross,000009814,ON,200.0,28400.0
437760,Canadian Red Cross - Peel Region,Peel Region,361710,THE CANADIAN RED CROSS SOCIETY,192219814,SK,200.0,28400.0
309313,Development of Peace - Share Lent (MIL ORD OF CND),Share Lent (MIL ORD OF CND),333919,Development and Peace,118929902,ON,28210.0,388.0
398451,United Church of Canada - Turkey Earthquake Crisis,Turkey Earthquake Crisis,324517,"""United church of Canada",103102435,Toronto,27597.0,1000.0
410750,UNITED CHURCH OF CANADA - JASPER UNITED CHURCH,JASPER UNITED CHURCH,324517,"""United church of Canada",103102435,Toronto,27597.0,1000.0
317055,United Church of Canada - Emergency Response Hurricane Relie,Emergency Response Hurricane Relie,324517,"""United church of Canada",103102435,Toronto,27597.0,1000.0
327238,CANADIAN CANCER SOCIETY (NOVA SCOTIA DIVISION),NOVA SCOTIA DIVISION,349361,Canadian Cancer Society,118829203,MB,3125.0,25468.0
335268,Humane Society - Napanee L&A,Napanee L&A,421148,HUMANE SOCIETY,119022960,ON,25500.0,3090.0
348899,The Salvation Army - West,West,313141,Salvation Army,107862816,NB,18824.0,9750.0
327238,CANADIAN CANCER SOCIETY (NOVA SCOTIA DIVISION),NOVA SCOTIA DIVISION,345574,CANADIAN CANCER SOCIETY,118529803,ON,3100.0,25468.0
422272,THE SALVATION ARMY - COMMUNITY AND FAMILY SERVICES HALIFAX,COMMUNITY AND FAMILY SERVICES HALIFAX,320217,The Salvation Army,007951618,ON,26761.0,1805.0
354994,United Church of Canada - Home Mission Council,Home Mission Council,324517,"""United church of Canada",103102435,Toronto,27597.0,930.0
420822,World Vision - (Support for 2 children),(Support for 2 children),366160,WORLD VISION,119304588,ON,27200.0,1312.0
389200,University of Toronto (Miner's Lamp Fund),Miner's Lamp Fund,381542,University of Toronto,010816273,,3500.0,25000.0
293683,"University of Toronto (McDonald, Lynn)","McDonald, Lynn",381542,University of Toronto,010816273,,3500.0,25000.0
332214,UNIVERSITY OF ALBERTA - FACULTY OF MEDICINE AND DENTISTRY,FACULTY OF MEDICINE AND DENTISTRY,328434,University of Alberta,108103831,AB,10500.0,18000.0
357566,Hellenic Heritage Foundation - Re University of Toronto,Re University of Toronto,328278,Hellenic Heritage Foundation,887769290,ON,18500.0,10000.0
346292,United Church of Canada - Five Oaks Center,Five Oaks Center,324517,"""United church of Canada",103102435,Toronto,27597.0,900.0
148186,Salvation Army - Fredericton,Fredericton,313821,Salvation Army,107985161,PE,8981.0,19510.0
403775,THE SALVATION ARMY - LISTOWEL,LISTOWEL,307685,Salvation Army,107951681,ON,4760.0,23725.0
361357,NCEM (FOR THE HARDERS),FOR THE HARDERS,322243,NCEM,107781269,BC,26880.0,1600.0
411464,MADD Canada - Winnipeg Chapter (Mothers Against Drunk Drivin,Winnipeg Chapter (Mothers Against Drunk Drivin,308185,MADD Canada,139702060,,27027.0,1445.0
373406,ON EAGLES WINGS (OEW),OEW,307110,ON EAGLES WINGS,863759245,AB,27218.0,1250.0
163601,ROYAL CANADIAN LEGION BRANCH 22 - SUMMERLAND,SUMMERLAND,270672,Royal Canadian Legion Branch # 22,108096603,PE,25000.0,3467.0
266222,The Royal Canadian Legion Branch #33 (Placentia),Placentia,75065,ROYAL CANADIAN LEGION BRANCH # 33,892476979,NS,23711.0,4744.0
437760,Canadian Red Cross - Peel Region,Peel Region,400684,Canadian Red Cross,119719814,BC,50.0,28400.0
298928,PUBLICATIONS QUÉBEC FRANÇAIS (LES),LES,638,LES PUBLICATIONS QUÉBEC FRANÇAIS,103284261,QC,0.0,28445.0
437760,Canadian Red Cross - Peel Region,Peel Region,407696,CANADIAN RED CROSS SOCIETY,119219881,ON,45.0,28400.0
437760,Canadian Red Cross - Peel Region,Peel Region,334123,CANADIAN RED CROSS,119219414,ON,20.0,28400.0
437879,St. Andrew's United Church - Sauble Beach,Sauble Beach,7374,ST. ANDREW'S UNITED CHURCH,108006032,ON,13418.0,15000.0
437760,Canadian Red Cross - Peel Region,Peel Region,416042,Canadian Red Cross,111921981,SK,15.0,28400.0
285911,Royal Canadian Legion - McAdam Branch #7,McAdam Branch #7,315367,Royal Canadian Legion,119035228,NB,25040.0,3367.0
437760,Canadian Red Cross - Peel Region,Peel Region,398103,Canadian Red Cross,119279814,SK,0.0,28400.0
437760,Canadian Red Cross - Peel Region,Peel Region,416712,Canadian Red Cross,011921914,ON,0.0,28400.0
319732,Boys & Girls Club (Armstrong Food Bank),Armstrong Food Bank,407236,BOYS AND GIRLS CLUB,858605790,BC,400.0,28000.0
319110,THE SALVATION ARMY - NORWICH,NORWICH,381470,Salvation Army,107951613,PE,9300.0,19094.0
362982,First Baptist Church (Lethbridge),Lethbridge,8118,FIRST BAPTIST CHURCH,108082082,ON,28141.0,250.0
310763,Boys & Girls Club (Fraserview),Fraserview,327439,Boys & Girls Club,185890576,BC,3136.0,25225.0
379657,FOOD BANK - C/O...,C/O...,314487,FOOD BANK,000928861,ON,27928.0,425.0
366680,Primates World Relief and Development Fund (P.W.R.D.F.),P.W.R.D.F.,313479,Primates World Relief & Development Fund,108079777,MB,26684.0,1657.0
397250,Salvation Army - New Liskeard Total,New Liskeard Total,320217,The Salvation Army,007951618,ON,26761.0,1563.0
412355,United Church of Canada (Nepal Earthquake Appeal),Nepal Earthquake Appeal,324517,"""United church of Canada",103102435,Toronto,27597.0,725.0
401713,Salvation Army - Smithers Total,Smithers Total,320217,The Salvation Army,007951618,ON,26761.0,1555.0
338296,ABWE (-KANKA'S),-KANKA'S,362323,ABWE,139018048,ON,18310.0,10000.0
421863,United Church of Canada - Rideau Hill Camp,Rideau Hill Camp,324517,"""United church of Canada",103102435,Toronto,27597.0,700.0
329087,THE CHRISTIAN AND MISSIONARY ALLIANCE - GLOBAL ADVANCES,GLOBAL ADVANCES,413829,Christian Missionary Alliance,003063859,ON,16165.0,12120.0
399559,United Church of Canada - Hope Kenya,Hope Kenya,324517,"""United church of Canada",103102435,Toronto,27597.0,670.0
354807,United Church of Canada ( M & S Found),M & S Found,324517,"""United church of Canada",103102435,Toronto,27597.0,670.0
329511,Salvation Army - Terrace Total,Terrace Total,320217,The Salvation Army,007951618,ON,26761.0,1500.0
320234,Town of Stavely - Stavely Municipal Library,Stavely Municipal Library,318733,Town of Stavely,108129982,AB,26000.0,2250.0
437879,St. Andrew's United Church - Sauble Beach,Sauble Beach,21349,ST ANDREW'S UNITED CHURCH,119165934,PE,13247.0,15000.0
356382,Presbyterian Church in Canada (Presbyterians Sharing),Presbyterians Sharing,314760,PRESBYTERIAN CHURCH IN CANADA,108856619,ON,20371.0,7829.0
366050,SALVATION ARMY - LAKESHORE COMMUNITY CHURCH,LAKESHORE COMMUNITY CHURCH,313141,Salvation Army,107862816,NB,18824.0,9375.0
345994,United Church of Canada - Ukraine Crisis,Ukraine Crisis,324517,"""United church of Canada",103102435,Toronto,27597.0,600.0
442495,Knox Presbyterian Church - Stratford,Stratford,15938,KNOX PRESBYTERIAN CHURCH,118984954,ON,3190.0,25000.0
409187,CORPORATION OF THE CITY OF BROCKVILLE - RAILWAY TUNNEL PROJE,RAILWAY TUNNEL PROJE,333221,City of Brockville,106983986,ON,24185.0,4000.0
322882,CANADIAN CANCER SOCIETY - AB/NWT,AB/NWT,318610,Canadian Cancer Society,048829803,AB,5181.0,23000.0
404684,Food Bank - St. Kevin's Parish re: 2014 year end donation,St. Kevin's Parish re: 2014 year end donation,314487,FOOD BANK,000928861,ON,27928.0,250.0
399731,THE SALVATION ARMY - DARTMOUTH COMMUNITY CHURCH,DARTMOUTH COMMUNITY CHURCH,324664,Salvation Army,107951118,ON,2949.0,25227.0
342754,THE SALVATION ARMY - TORONTO HOUSING,TORONTO HOUSING,371077,The Salvation Army,107956618,ON,17570.0,10600.0
376799,FOOD BANK - PEMBROKE,PEMBROKE,314487,FOOD BANK,000928861,ON,27928.0,240.0
292544,WOMEN'S MISSIONARY SOCIETY OF THE PRESBYTERIAN CHURCH IN CANADA - GLAD TIDINGS,GLAD TIDINGS,312194,Women's Missionary Society of Presbyterian Church in Canada,107855683,ON,439.0,27724.0
384873,The Salvation Army - Newmarket Total,Newmarket Total,320217,The Salvation Army,007951618,ON,26761.0,1400.0
308008,Salvation Army (Soup kitchen donation),Soup kitchen donation,320217,The Salvation Army,007951618,ON,26761.0,1395.0
335753,Salvation Army - Hope Community Church Total,Hope Community Church Total,371077,The Salvation Army,107956618,ON,17570.0,10584.0
403775,THE SALVATION ARMY - LISTOWEL,LISTOWEL,322553,SALVATION ARMY,107951168,ON,4426.0,23725.0
224281,CITY OF NORTH BATTLEFORD (THE) - THE CHAPEL GALLERY,THE CHAPEL GALLERY,239607,City of North Battleford,122480320,SK,2631.0,25520.0
381431,WORLD VISION - OPERATION KID,OPERATION KID,366160,WORLD VISION,119304588,ON,27200.0,949.0
382768,THE SALVATION ARMY - NEWFOUNDLAND-LABRADOR DIVISIONAL HEADQU,NEWFOUNDLAND-LABRADOR DIVISIONAL HEADQU,320217,The Salvation Army,007951618,ON,26761.0,1385.0
359843,World Vision (Adopted Child),Adopted Child,366160,WORLD VISION,119304588,ON,27200.0,936.0
361334,Kingswood Camp (through Eastern Valley Association),through Eastern Valley Association,313089,KINGSWOOD CAMP SOCIETY,000382108,NS,27718.0,410.0
312441,United Church of Canada - Ukraine Fund,Ukraine Fund,324517,"""United church of Canada",103102435,Toronto,27597.0,525.0
351597,United Way - Kingston,Kingston,335301,UNITED WAY,108160118,BC,250.0,27872.0
361358,NCEM (FOR MISSIONARIES - D&S HARDER),FOR MISSIONARIES - D&S HARDER,322243,NCEM,107781269,BC,26880.0,1240.0
327238,CANADIAN CANCER SOCIETY (NOVA SCOTIA DIVISION),NOVA SCOTIA DIVISION,391688,Canadian Cancer Society,118821980,SK,2650.0,25468.0
325013,Salvation Army - Stratford Total,Stratford Total,381470,Salvation Army,107951613,PE,9300.0,18814.0
366990,FOOD BANK - MONTAGUE PE,MONTAGUE PE,314487,FOOD BANK,000928861,ON,27928.0,180.0
416475,FOOD BANK - ST. JOSEPH,ST. JOSEPH,314487,FOOD BANK,000928861,ON,27928.0,170.0
377630,The United Church of Canada - Syria Relief,Syria Relief,324517,"""United church of Canada",103102435,Toronto,27597.0,500.0
417457,UNITED CHURCH OF CANADA - EUREGENT RESPONSE TURKIGE,EUREGENT RESPONSE TURKIGE,324517,"""United church of Canada",103102435,Toronto,27597.0,500.0
362291,United Church of Canada - Daamishkooziimin Idigenous Adoptee,Daamishkooziimin Idigenous Adoptee,324517,"""United church of Canada",103102435,Toronto,27597.0,500.0
307795,THE CHRISTIAN AND MISSIONARY ALLIANCE - CANADIAN MINISTRIES,CANADIAN MINISTRIES,350954,CHRISTIAN & MISSIONARY ALLIANCE,133003809,,2400.0,25686.0
418295,ST JOHN'S CHURCH (LANCASTER),LANCASTER,21718,ST JOHN'S CHURCH,119180016,ON,27880.0,200.0
319110,THE SALVATION ARMY - NORWICH,NORWICH,313821,Salvation Army,107985161,PE,8981.0,19094.0
354562,Salvation Army - North Shore,North Shore,371077,The Salvation Army,107956618,ON,17570.0,10500.0
108542,ROYAL CANADIAN LEGION (THE) - BAY RIDGES BRANCH 606,BAY RIDGES BRANCH 606,284133,Royal Canadian Legion,107929168,BC,22560.0,5500.0
381567,The United Church of Canada - Typhoon Haiyan Relief Fund,Typhoon Haiyan Relief Fund,324517,"""United church of Canada",103102435,Toronto,27597.0,450.0
421321,ROYAL CANADIAN LEGION - DOMINION COMMAND RECL,DOMINION COMMAND RECL,315367,Royal Canadian Legion,119035228,NB,25040.0,3000.0
315730,ROYAL CANADIAN LEGION CHARITABLE FOUNDATION - HO,HO,315367,Royal Canadian Legion,119035228,NB,25040.0,3000.0
340585,ROYAL CANADIAN LEGION - ONTARIO COMMAND SUPPORT OF SERVICE D,ONTARIO COMMAND SUPPORT OF SERVICE D,315367,Royal Canadian Legion,119035228,NB,25040.0,3000.0
357158,ROYAL CANADIAN LEGION - DISTRICT C,DISTRICT C,315367,Royal Canadian Legion,119035228,NB,25040.0,3000.0
357282,THE ROYAL CANADIAN LEGION - OPERATION LEAVE THE STREET BEHIN,OPERATION LEAVE THE STREET BEHIN,315367,Royal Canadian Legion,119035228,NB,25040.0,3000.0
288518,Trinity United Church (Guelph),Guelph,68679,TRINITY UNITED CHURCH,889512992,NB,84.0,27950.0
394367,The United Church of Canada - Ebola Relief,Ebola Relief,324517,"""United church of Canada",103102435,Toronto,27597.0,435.0
288518,Trinity United Church (Guelph),Guelph,24576,TRINITY UNITED CHURCH,119271377,SK,66.0,27950.0
296419,NORTH AMERICA CHINESE ORCHESTRA (ONTARIO),ONTARIO,283959,NORTH AMERICA CHINESE ORCHESTRA,850124884,ON,25000.0,3000.0
332214,UNIVERSITY OF ALBERTA - FACULTY OF MEDICINE AND DENTISTRY,FACULTY OF MEDICINE AND DENTISTRY,362676,University of Alberta,010810831,AB,10000.0,18000.0
409438,United Church of Canada - Camp Programs,Camp Programs,324517,"""United church of Canada",103102435,Toronto,27597.0,400.0
406802,World Vision - Support 2 Children,Support 2 Children,366160,WORLD VISION,119304588,ON,27200.0,795.0
321773,United Church of Canada (Montreal Presbytery),Montreal Presbytery,324517,"""United church of Canada",103102435,Toronto,27597.0,396.0
390922,United Church of Canada - Afghanistan,Afghanistan,324517,"""United church of Canada",103102435,Toronto,27597.0,390.0
361598,FOOD BANK - GRENVILLE SUR LA ROUGE,GRENVILLE SUR LA ROUGE,314487,FOOD BANK,000928861,ON,27928.0,50.0
437879,St. Andrew's United Church - Sauble Beach,Sauble Beach,21366,ST ANDREW'S UNITED CHURCH,119166346,ON,12963.0,15000.0
288518,Trinity United Church (Guelph),Guelph,24550,TRINITY UNITED CHURCH,119270833,NS,0.0,27950.0
288518,Trinity United Church (Guelph),Guelph,25243,TRINITY UNITED CHURCH,119289601,SK,0.0,27950.0
371614,YWCA - OUR HOUSE,OUR HOUSE,317931,YWCA,108227942,BC,27200.0,750.0
382319,Food Bank (Parkland),Parkland,314487,FOOD BANK,000928861,ON,27928.0,20.0
339794,THE GREAT COMMISSION FOUNDATION (RESCUE CAMBIDIA),RESCUE CAMBIDIA,407805,The Great Commission Foundation,859928183,AB,200.0,27740.0
307795,THE CHRISTIAN AND MISSIONARY ALLIANCE - CANADIAN MINISTRIES,CANADIAN MINISTRIES,355691,CHRISTIAN AND MISSIONARY ALLIANCE,133083859,ON,2250.0,25686.0
393403,United Church of Canada - Seaway Valley UCW,Seaway Valley UCW,324517,"""United church of Canada",103102435,Toronto,27597.0,300.0
407584,United Church of Canada - Children Internat'l / Palestine,Children Internat'l / Palestine,324517,"""United church of Canada",103102435,Toronto,27597.0,300.0
344167,UNITED CHURCH OF CANADA - EMERGENCY RESPONSE UNIT-HAITI,EMERGENCY RESPONSE UNIT-HAITI,324517,"""United church of Canada",103102435,Toronto,27597.0,300.0
365436,United Church of Canada - World Development and Relief,World Development and Relief,324517,"""United church of Canada",103102435,Toronto,27597.0,300.0
438391,"Royal Canadian Legion Branch 509 - Quinte-Carrying Place, Consecon","Quinte-Carrying Place, Consecon",279172,Royal Canadian Legion - Branch 509,107931339,ON,13890.0,14000.0
342754,THE SALVATION ARMY - TORONTO HOUSING,TORONTO HOUSING,316477,SALVATION ARMY,107951615,ON,17276.0,10600.0
335753,Salvation Army - Hope Community Church Total,Hope Community Church Total,316477,SALVATION ARMY,107951615,ON,17276.0,10584.0
161035,YWCA (Toronto West),Toronto West,317931,YWCA,108227942,BC,27200.0,660.0
370870,United Church of Canada - 5 Oaks Training Centre,5 Oaks Training Centre,324517,"""United church of Canada",103102435,Toronto,27597.0,250.0
310857,The Salvation Army - FLRC,FLRC,322100,The Salvation Army,107591618,ON,15625.0,12219.0
362992,YWCA - Aylmer Community Services,Aylmer Community Services,317931,YWCA,108227942,BC,27200.0,644.0
356382,Presbyterian Church in Canada (Presbyterians Sharing),Presbyterians Sharing,324957,The Presbyterian Church in Canada,007851106,ON,20000.0,7829.0
123993,Salvation Army - Saint John,Saint John,381470,Salvation Army,107951613,PE,9300.0,18520.0
390207,Town of Bridgewater - PRO Kids,PRO Kids,340987,Town of Bridgewater,108126311,NS,24750.0,3060.0
403775,THE SALVATION ARMY - LISTOWEL,LISTOWEL,307994,Salvation Army,101951618,ON,4076.0,23725.0
355399,WORLD VISION - NH,NH,366160,WORLD VISION,119304588,ON,27200.0,600.0
421991,Primates World Relief and Development Fund (P.W.R.D.F.),P.W.R.D.F.,313479,Primates World Relief & Development Fund,108079777,MB,26684.0,1115.0
402526,United Church of Canada - Ukraine,Ukraine,324517,"""United church of Canada",103102435,Toronto,27597.0,200.0
309848,United Church of Canada - Philippine's Appeal,Philippine's Appeal,324517,"""United church of Canada",103102435,Toronto,27597.0,200.0
355102,United Church of Canada - Medical Electives,Medical Electives,324517,"""United church of Canada",103102435,Toronto,27597.0,200.0
368867,UNITED CHURCH OF CANADA - PRESBYTERY,PRESBYTERY,324517,"""United church of Canada",103102435,Toronto,27597.0,200.0
325013,Salvation Army - Stratford Total,Stratford Total,313821,Salvation Army,107985161,PE,8981.0,18814.0
350827,World Vision - United Church of Canada,United Church of Canada,366160,WORLD VISION,119304588,ON,27200.0,588.0
357700,Salvation Army - Listowel Total,Listowel Total,320217,The Salvation Army,007951618,ON,26761.0,1027.0
399806,Salvation Army - Angel Tree Total,Angel Tree Total,320217,The Salvation Army,007951618,ON,26761.0,1021.0
354562,Salvation Army - North Shore,North Shore,316477,SALVATION ARMY,107951615,ON,17276.0,10500.0
310781,The Salvation Army - Newmarket,Newmarket,371077,The Salvation Army,107956618,ON,17570.0,10205.0
418586,Salvation Army - Toronto Housing and Homeless Support,Toronto Housing and Homeless Support,320217,The Salvation Army,007951618,ON,26761.0,1000.0
340800,Salvation Army (Flin Flon),Flin Flon,320217,The Salvation Army,007951618,ON,26761.0,1000.0
411496,ROYAL CANADIAN LEGION - BRANCH 28,BRANCH 28,284133,Royal Canadian Legion,107929168,BC,22560.0,5200.0
373015,Church of the Nazarene - Primera,Primera,11957,CHURCH OF THE NAZARENE,118863455,SK,26458.0,1300.0
344182,Calvary Gospel Church (5250),5250,71449,CALVARY GOSPEL CHURCH,890762040,MB,7957.0,19800.0
366680,Primates World Relief and Development Fund (P.W.R.D.F.),P.W.R.D.F.,324896,PRIMATES WORLD RELIEF DEVELOPMENT FUND,866934670,ON,26100.0,1657.0
160978,The Salvation Army - Whitehorse,Whitehorse,372117,Salvation Army,001079516,SK,11596.0,16160.0
310857,The Salvation Army - FLRC,FLRC,309361,SALVATION ARMY,107951617,ON,15531.0,12219.0
390940,United Church of Canada - National United Church Women,National United Church Women,324517,"""United church of Canada",103102435,Toronto,27597.0,150.0
317464,United Church of Canada - Canadian Food Grains,Canadian Food Grains,324517,"""United church of Canada",103102435,Toronto,27597.0,150.0
358893,United Church of Canada - Canadian Foodgrains,Canadian Foodgrains,324517,"""United church of Canada",103102435,Toronto,27597.0,150.0
317140,United Church of Canada - Missions and Service Fund,Missions and Service Fund,366612,United Church of Canada,088442302,NL,50.0,27684.0
356382,Presbyterian Church in Canada (Presbyterians Sharing),Presbyterians Sharing,360190,The Presbyterian Church in Canada,107786619,ON,19900.0,7829.0
399731,THE SALVATION ARMY - DARTMOUTH COMMUNITY CHURCH,DARTMOUTH COMMUNITY CHURCH,332605,SALVATION ARMY,107051618,ON,2500.0,25227.0
399731,THE SALVATION ARMY - DARTMOUTH COMMUNITY CHURCH,DARTMOUTH COMMUNITY CHURCH,366620,The Salvation Army,010751616,ON,2500.0,25227.0
412193,United Church of Canada (Syrian & Napal Appears),Syrian & Napal Appears,324517,"""United church of Canada",103102435,Toronto,27597.0,125.0
320881,United Church of Canada - Disaster Relief Fund,Disaster Relief Fund,324517,"""United church of Canada",103102435,Toronto,27597.0,105.0
332186,UNITED CHURCH OF CANADA (GIFTS WITH VISION FUND),GIFTS WITH VISION FUND,324517,"""United church of Canada",103102435,Toronto,27597.0,100.0
374773,The United Church of Canada - Sparrow Lake Summer Camp,Sparrow Lake Summer Camp,324517,"""United church of Canada",103102435,Toronto,27597.0,100.0
317140,United Church of Canada - Missions and Service Fund,Missions and Service Fund,377647,"""United Church of Canada",008152435,Toronto,0.0,27684.0
403775,THE SALVATION ARMY - LISTOWEL,LISTOWEL,332044,"""THE SALVATION ARMY",119134179,MONTREAL,3950.0,23725.0
391701,United Church of Canada - Leprosy Mission,Leprosy Mission,324517,"""United church of Canada",103102435,Toronto,27597.0,70.0
409206,Salvation Army - Falls,Falls,320217,The Salvation Army,007951618,ON,26761.0,900.0
403775,THE SALVATION ARMY - LISTOWEL,LISTOWEL,307057,Salvation Army,170951616,ON,3925.0,23725.0
419707,United Church of Canada - Sherwood Park Ecumenical Mission,Sherwood Park Ecumenical Mission,324517,"""United church of Canada",103102435,Toronto,27597.0,40.0
377744,The Arthritis Society - NL Division re:2014 year end donatio,NL Division re:2014 year end donatio,313648,The Arthritis Society,198971671,SK,26856.0,750.0
123977,The Salvation Army (Brantford),Brantford,320217,The Salvation Army,007951618,ON,26761.0,835.0
308623,YWCA - (EDMONTON) YOUNG WOMENS' CHRISTIAN ASSOCIATION OF,(EDMONTON) YOUNG WOMENS' CHRISTIAN ASSOCIATION OF,317931,YWCA,108227942,BC,27200.0,390.0
140916,Royal Canadian Legion - St. Croix Branch #9,St. Croix Branch #9,309566,Royal Canadian Legion,119127402,AB,5519.0,22059.0
297431,Plan International INC. (PARAGUAY),PARAGUAY,415108,Plan International,889532269,ON,1008.0,26568.2
328493,CNIB (BROCKVILLE),BROCKVILLE,328108,CNIB,006006126,BC,26072.0,1500.0
353436,THE SALVATION ARMY - TORONTO HOUSING Total,TORONTO HOUSING Total,371077,The Salvation Army,107956618,ON,17570.0,10000.0
370584,WORLD VISION (USA),USA,366160,WORLD VISION,119304588,ON,27200.0,367.0
346144,VILLAGE OF NEVILLE (FIRE TRUCK FUND),FIRE TRUCK FUND,242662,Village of Neville,108179003,SK,22565.0,5000.0
315729,ROYAL CANADIAN LEGION CHARITABLE FOUNDATION - HOSPITAL & BUR,HOSPITAL & BUR,284133,Royal Canadian Legion,107929168,BC,22560.0,5000.0
148313,The Salvation Army - Nanaimo Ministries,Nanaimo Ministries,313141,Salvation Army,107862816,NB,18824.0,8725.0
255211,Royal Canadian Legion - Grand Falls Branch 21,Grand Falls Branch 21,315367,Royal Canadian Legion,119035228,NB,25040.0,2500.0
341692,Royal Canadian Legion - Chatsworth,Chatsworth,315367,Royal Canadian Legion,119035228,NB,25040.0,2500.0
435994,UCC - QUEBEC PROVINCIAL COUNCIL,QUEBEC PROVINCIAL COUNCIL,420619,UCC,119250775,ON,1500.0,26035.0
338627,Trinity Anglican Church - Community Table,Community Table,18954,TRINITY ANGLICAN CHURCH,119079929,NS,27321.0,200.0
403787,SALVATION ARMY - CHRISTMAS TOY DRIVE,CHRISTMAS TOY DRIVE,320217,The Salvation Army,007951618,ON,26761.0,750.0
317082,MADD Canada - Brandon & Area,Brandon & Area,308185,MADD Canada,139702060,,27027.0,484.0
350793,Salvation Army - Food Band,Food Band,320217,The Salvation Army,007951618,ON,26761.0,745.0
123993,Salvation Army - Saint John,Saint John,313821,Salvation Army,107985161,PE,8981.0,18520.0
381659,St. Michael's Hospital Foundation (MAP),MAP,407818,ST MICHAEL'S HOSPITAL FOUNDATION,122986366,ON,17500.0,10000.0
199230,CANADIAN COMEDY HALL OF FAME (THE),THE,96236,The Canadian Comedy Hall of Fame,771102548,ON,0.0,27500.0
389200,University of Toronto (Miner's Lamp Fund),Miner's Lamp Fund,387421,University of Toronto,866856204,ON,2500.0,25000.0
393020,McGill University (Dr. Lambert),Dr. Lambert,314734,McGill University,110128981,QC,5000.0,22500.0
399039,McGill University (Scottish Chair 4/4),Scottish Chair 4/4,414372,MCGILL UNIVERSITY,119128898,QC,15000.0,12500.0
399039,McGill University (Scottish Chair 4/4),Scottish Chair 4/4,328572,McGill University,114128981,QC,15000.0,12500.0
293683,"University of Toronto (McDonald, Lynn)","McDonald, Lynn",387421,University of Toronto,866856204,ON,2500.0,25000.0
322882,CANADIAN CANCER SOCIETY - AB/NWT,AB/NWT,419873,CANADIAN CANCER SOCIETY,118829806,ON,4500.0,23000.0
328649,Tel Aviv University - V. Kaick,V. Kaick,380342,TEL AVIV UNIVERSITY,124035613,QC,1000.0,26500.0
359365,FEB CENTRAL - FAIR,FAIR,319964,FEB CENTRAL,887721524,ON,24000.0,3500.0
313388,The Salvation Army - THQ,THQ,322100,The Salvation Army,107591618,ON,15625.0,11870.0
319944,SALVATION ARMY - DUNNVILLE FOOD BANK,DUNNVILLE FOOD BANK,320217,The Salvation Army,007951618,ON,26761.0,734.0
312733,SALVATION ARMY - WHITBY,WHITBY,313141,Salvation Army,107862816,NB,18824.0,8666.0
310781,The Salvation Army - Newmarket,Newmarket,316477,SALVATION ARMY,107951615,ON,17276.0,10205.0
409240,Salvation Army - Blenheim Food Bank,Blenheim Food Bank,320217,The Salvation Army,007951618,ON,26761.0,700.0
395423,Salvation Army - Gravenurst Total,Gravenurst Total,320217,The Salvation Army,007951618,ON,26761.0,682.0
399731,THE SALVATION ARMY - DARTMOUTH COMMUNITY CHURCH,DARTMOUTH COMMUNITY CHURCH,320085,The Salvation Army,010791618,SK,2215.0,25227.0
399731,THE SALVATION ARMY - DARTMOUTH COMMUNITY CHURCH,DARTMOUTH COMMUNITY CHURCH,323425,SALVATION ARMY,107957618,AB,2205.0,25227.0
307795,THE CHRISTIAN AND MISSIONARY ALLIANCE - CANADIAN MINISTRIES,CANADIAN MINISTRIES,349332,The Christian & Missionary Alliance,133063895,ON,1742.0,25686.0
313388,The Salvation Army - THQ,THQ,309361,SALVATION ARMY,107951617,ON,15531.0,11870.0
396122,CTM - Chasedei Tovim Meoros,Chasedei Tovim Meoros,346460,CTM,851841639,,27000.0,400.0
346804,St. Vincent de Paul - National Twinning,National Twinning,356484,THE SOCIETY OF ST. VINCENT DE PAUL,132410037,AB,16813.0,10570.0
343196,Salvation Army - Quesnel Total,Quesnel Total,320217,The Salvation Army,007951618,ON,26761.0,617.0
353848,The Church of St John the Evangelist (Anglican),Anglican,22970,THE CHURCH OF ST JOHN THE EVANGELIST,119227049,ON,26474.0,900.0
338972,PRESBYTERIAN CHURCH IN CANADA - PENSION BOARD,PENSION BOARD,397709,PRESBYTERIAN CHURCH IN CANADA,178566190,ON,22000.0,5368.0
371178,ARTHRITIS SOCIETY - NATIONAL OFFICE,NATIONAL OFFICE,313648,The Arthritis Society,198971671,SK,26856.0,500.0
403880,PRIMATES WORLD RELIEF AND DEVELOPMENT FUND (ANGLICAN),ANGLICAN,313479,Primates World Relief & Development Fund,108079777,MB,26684.0,670.0
423037,THE SALVATION ARMY - ST. MARYS,ST. MARYS,322100,The Salvation Army,107591618,ON,15625.0,11725.0
